gmId,IdW,Vov,Vth,CdbW,CsbW
23.8709677419355,0.00124,-0.145,-0.777,8e-10,9.24e-10
24.2840778923253,0.000873,-0.159,-0.777,8.01e-10,9.24e-10
24.6732026143791,0.000612,-0.174,-0.777,8.03e-10,9.24e-10
25.0585480093677,0.000427,-0.189,-0.777,8.05e-10,9.24e-10
25.2188552188552,0.000297,-0.203,-0.777,8.07e-10,9.24e-10
25.5609756097561,0.000205,-0.218,-0.777,8.09e-10,9.24e-10
25.8156028368794,0.000141,-0.232,-0.777,8.12e-10,9.24e-10
25.9259259259259,9.72e-05,-0.247,-0.777,8.14e-10,9.24e-10
26.1261261261261,6.66e-05,-0.261,-0.777,8.16e-10,9.24e-10
26.3665594855305,3.11e-05,-0.29,-0.777,8.2e-10,9.24e-10
26.3736263736264,4.55e-05,-0.275,-0.777,8.18e-10,9.24e-10
26.4622641509434,2.12e-05,-0.304,-0.777,8.22e-10,9.24e-10
26.5277777777778,1.44e-05,-0.319,-0.777,8.25e-10,9.24e-10
26.5472312703583,3.07e-06,-0.377,-0.777,8.34e-10,9.24e-10
26.5486725663717,4.52e-06,-0.363,-0.777,8.32e-10,9.24e-10
26.5577119509704,9.79e-06,-0.333,-0.777,8.27e-10,9.24e-10
26.6165413533835,6.65e-06,-0.348,-0.777,8.29e-10,9.24e-10
